12:5:42,15503360,0.08173273395994707
12:5:43,15503360,0
12:5:44,15503360,0
12:5:45,15503360,0
12:5:46,15503360,0
12:5:47,15503360,0
12:5:48,15503360,0
12:5:49,15503360,0
12:5:50,15503360,0
12:5:51,25526272,38.6138613863389
12:5:52,35061760,100
12:5:53,52641792,100
12:5:54,52641792,100
12:5:55,52641792,99
12:5:56,52912128,99
12:5:57,52912128,100
12:5:58,53182464,99
12:5:59,53182464,101
12:6:0,53182464,99
12:6:1,53452800,99.00990098918604
12:6:2,53993472,99
12:6:3,54099968,99
12:6:4,54099968,99
12:6:5,54099968,100
12:6:6,54325248,99
12:6:7,54325248,101
12:6:8,54439936,99
12:6:9,54439936,98
12:6:10,54439936,100
12:6:11,54706176,100
12:6:12,54706176,100
12:6:13,54706176,98.01980198070643
12:6:14,54706176,97
12:6:15,54706176,99
12:6:16,54706176,100
12:6:17,54706176,99
12:6:18,54706176,100
12:6:19,54943744,101
12:6:20,54943744,99
12:6:21,54943744,100
12:6:22,54943744,100
12:6:23,54943744,98.01980198070643
12:6:24,55209984,100
12:6:25,55209984,100
12:6:26,55209984,100
12:6:27,55480320,99
12:6:28,55480320,99
12:6:29,55750656,100
12:6:30,55750656,99
12:6:31,55750656,101
12:6:32,56020992,100
12:6:33,56020992,98.01980197929417
12:6:34,56020992,99
12:6:35,56291328,100
12:6:36,56291328,99
12:6:37,56291328,100
12:6:38,56561664,100
12:6:39,56561664,100
12:6:40,56832000,99
12:6:41,56832000,100
12:6:42,56832000,99.00990099061255
12:6:43,57102336,99
12:6:44,57102336,99
12:6:45,57102336,99
12:6:46,57401344,101
12:6:47,57401344,99
12:6:48,57667584,101
12:6:49,57667584,97.02970296940232
12:6:50,57667584,99
12:6:51,57937920,100
12:6:52,57937920,100
12:6:53,57937920,100
12:6:54,58208256,99
12:6:55,58208256,99
12:6:56,58478592,100
12:6:57,58478592,99
12:6:58,58478592,100
12:6:59,58748928,98.01980198070643
12:7:0,58748928,100
12:7:1,58748928,100
12:7:2,59019264,99
12:7:3,59019264,100
12:7:4,59019264,100
12:7:5,59289600,99
12:7:6,59334656,100
12:7:7,59478016,101
12:7:8,59478016,100
12:7:9,59744256,98.01980198070643
12:7:10,59744256,100
12:7:11,59744256,99
12:7:12,60014592,100
12:7:13,60014592,100
12:7:14,60014592,100
12:7:15,60284928,99
12:7:16,60284928,99
12:7:17,60555264,100
12:7:18,60555264,100
12:7:19,59674624,99.00990098918604
12:7:20,59674624,100
12:7:21,59674624,99
12:7:22,59674624,101
12:7:23,59674624,99
12:7:24,59674624,100
12:7:25,59674624,100
12:7:26,59674624,99
12:7:27,59674624,99.00990099061255
12:7:28,59674624,100
12:7:29,59940864,99
12:7:30,59940864,100
12:7:31,59940864,100
12:7:32,59940864,100
12:7:33,59940864,100
12:7:34,59940864,98
12:7:35,59940864,101
12:7:36,59940864,98.01980198070643
12:7:37,59940864,100
12:7:38,60248064,100
12:7:39,60248064,100
12:7:40,60248064,99
12:7:41,60248064,100
12:7:42,60248064,100
12:7:43,60248064,99
12:7:44,60248064,100
12:7:45,60248064,99
12:7:46,60248064,100
12:7:47,60248064,99
12:7:48,60248064,99.00990098918604
12:7:49,60248064,99
12:7:50,60248064,99
12:7:51,60338176,65
12:7:52,60338176,0
12:7:53,60338176,0
12:7:54,60338176,0
12:7:55,60338176,0
12:7:56,60338176,0
12:7:57,60338176,0
12:7:58,60338176,0
12:7:59,60338176,0
12:8:0,60338176,0
12:8:1,60338176,0
12:8:2,60338176,0
12:8:3,60338176,0
12:8:4,60338176,0
12:8:5,60338176,0
12:8:6,60338176,0
12:8:7,60338176,0
12:8:8,60338176,0
12:8:9,60338176,0
12:8:10,60338176,0
12:8:11,60338176,0
12:8:12,60338176,0
12:8:13,60338176,0
12:8:14,60436480,41
12:8:15,60411904,99
12:8:16,60411904,100
12:8:17,60411904,99
12:8:18,60411904,100
12:8:19,60411904,99
12:8:20,60411904,100
12:8:21,60411904,99
12:8:22,60403712,98.01980198070643
12:8:23,60403712,101
12:8:24,60448768,99
12:8:25,60448768,100
12:8:26,60448768,99
12:8:27,60448768,99
12:8:28,60448768,101
12:8:29,60448768,98
12:8:30,60448768,100
12:8:31,60448768,98.01980197929417
12:8:32,60448768,99
12:8:33,60448768,99
12:8:34,60448768,99
12:8:35,60448768,99
12:8:36,60448768,100
12:8:37,60448768,100
12:8:38,60502016,100
12:8:39,60502016,98.01980198070643
12:8:40,60502016,100
12:8:41,60502016,98
12:8:42,60502016,100
12:8:43,60502016,100
12:8:44,60502016,99
12:8:45,60444672,100
12:8:46,60411904,100
12:8:47,60411904,100
12:8:48,60411904,100
12:8:49,60411904,99
12:8:50,60411904,98.01980197929417
12:8:51,60411904,99
12:8:52,60411904,100
12:8:53,60411904,99
12:8:54,60411904,99
12:8:55,60411904,100
12:8:56,60411904,100
12:8:57,60411904,100
12:8:58,60411904,99
12:8:59,60411904,99.00990099061255
12:9:0,60411904,99
12:9:1,60411904,100
12:9:2,60411904,99
12:9:3,60411904,99
12:9:4,60411904,101
12:9:5,60411904,99
12:9:6,60411904,99
12:9:7,60411904,99
12:9:8,60411904,100
12:9:9,60411904,99
12:9:10,60411904,98
12:9:11,60411904,101
12:9:12,60411904,98
12:9:13,60411904,100
12:9:14,60411904,98
12:9:15,60411904,99
12:9:16,60411904,100.00000000051867
12:9:17,60411904,98
12:9:18,60411904,99
12:9:19,60411904,98
12:9:20,60411904,100
12:9:21,60411904,99
12:9:22,60411904,100
12:9:23,60411904,99
12:9:24,60411904,99
12:9:25,60411904,98.01980197929417
12:9:26,60411904,99
12:9:27,60411904,100
12:9:28,60411904,99
12:9:29,60411904,100
12:9:30,60411904,99
12:9:31,60411904,99
12:9:32,60411904,100
12:9:33,60411904,99
12:9:34,60411904,100
12:9:35,60411904,99
12:9:36,60411904,99.00990099061255
12:9:37,60411904,99
12:9:38,60411904,100
12:9:39,60411904,100
12:9:40,60411904,100
12:9:41,60411904,100
12:9:42,60411904,99
12:9:43,60411904,99
12:9:44,60411904,100
12:9:45,60411904,99
12:9:46,60411904,99
12:9:47,60411904,98.01980198070643
12:9:48,60588032,101
12:9:49,60588032,99
12:9:50,60588032,99
12:9:51,60588032,100
12:9:52,60588032,99
12:9:53,60588032,100
12:9:54,60854272,99
12:9:55,60854272,100
12:9:56,61935616,100
12:9:57,61935616,99
12:9:58,61935616,99
12:9:59,61935616,99
12:10:0,61935616,99.9999999990779
12:10:1,61935616,99
12:10:2,61935616,99
12:10:3,61935616,100
12:10:4,61935616,100
12:10:5,61935616,100
12:10:6,61935616,99
12:10:7,61935616,100
12:10:8,61935616,100
12:10:9,61935616,98.01980198070643
12:10:10,61935616,99
12:10:11,61935616,100
12:10:12,61935616,98
12:10:13,61935616,100
12:10:14,61935616,60
12:10:15,61935616,0
12:10:16,61935616,0
12:10:17,61935616,0
12:10:18,61935616,0
12:10:19,61935616,0
12:10:20,61935616,0
12:10:21,61935616,0
12:10:22,61935616,0
12:10:23,61935616,0
12:10:24,61935616,0
12:10:25,61935616,0
12:10:26,61935616,0
12:10:27,61935616,0
12:10:28,61935616,0
12:10:29,61935616,0
12:10:30,61935616,0
12:10:31,61935616,0
12:10:32,61935616,0
12:10:33,61935616,0
12:10:34,61935616,0
12:10:35,61935616,0
12:10:36,61935616,0
12:10:37,61935616,0
12:10:38,61935616,0
12:10:39,61935616,0
12:10:40,61935616,0
