12:9:14,69550080,99
12:9:15,69550080,101
12:9:16,69550080,99
12:9:17,69550080,100
12:9:18,69550080,98
12:9:19,69550080,100
12:9:20,69550080,100
12:9:21,69550080,100
12:9:22,69550080,98
12:9:23,69550080,100
12:9:24,69550080,99.00990099061255
12:9:25,69550080,100
12:9:26,69550080,100
12:9:27,69550080,100
12:9:28,69550080,99
12:9:29,69550080,100
12:9:30,69550080,100
12:9:31,69550080,99
12:9:32,69550080,99
12:9:33,69537792,99.00990099061255
12:9:34,69537792,99
12:9:35,69537792,101
12:9:36,69537792,99
12:9:37,69537792,100
12:9:38,69537792,100
12:9:39,69537792,98
12:9:40,69537792,99
12:9:41,69488640,101
12:9:42,69488640,100
12:9:43,69488640,98
12:9:44,69488640,99.00990098918604
12:9:45,69488640,100
12:9:46,69488640,100
12:9:47,69488640,99
12:9:48,69488640,99
12:9:49,69488640,101
12:9:50,69488640,98.01980198070643
12:9:51,69488640,100
12:9:52,69488640,99
12:9:53,69488640,100
12:9:54,69488640,99
12:9:55,69488640,100
12:9:56,69488640,100
12:9:57,69488640,100
12:9:58,69488640,99
12:9:59,69488640,100
12:10:0,69488640,98.01980198070643
12:10:1,69488640,100
12:10:2,69488640,100
12:10:3,69488640,99
12:10:4,69488640,99
12:10:5,69488640,100
12:10:6,69558272,101
12:10:7,69558272,99
12:10:8,69558272,98.01980197929417
12:10:9,69558272,100
12:10:10,69558272,99
12:10:11,69558272,101
12:10:12,69558272,98
12:10:13,69558272,100
12:10:14,69558272,98
12:10:15,69554176,91
12:10:16,69554176,0
12:10:17,69554176,0
12:10:18,69554176,0
12:10:19,69554176,0
12:10:20,69554176,0
12:10:21,69554176,0
12:10:22,69554176,0
12:10:23,69554176,0
12:10:24,69554176,0
12:10:25,69554176,0
12:10:26,69554176,0
12:10:27,69554176,0
12:10:28,69554176,0
12:10:29,69554176,0
12:10:30,69554176,0
12:10:31,69554176,0
12:10:32,69554176,0
12:10:33,69554176,0
12:10:34,69554176,0
12:10:35,69554176,0
12:10:36,69554176,0
12:10:37,69554176,0
12:10:38,69554176,0
12:10:39,69554176,0
